henvendelse_id,kunde_id,dato,kanal,tekst
H008474,K116580,2025-08-07,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos DNB.
H003885,K107516,2025-08-07,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H007681,K114961,2025-08-07,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H011001,K121671,2025-08-07,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H017011,K133665,2025-08-07,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H011098,K121843,2025-08-07,e-post,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H018844,K137343,2025-08-07,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H003243,K106310,2025-08-07,telefon,"Hei, jeg vurderer å flytte boliglånet mitt. en annen bank tilbyr 5.05 % – kan dere matche det?"
H015232,K130163,2025-08-07,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H018663,K136979,2025-08-07,chat,"Har fått tilbud fra Bulder på 5.18 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H006998,K113649,2025-08-07,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Nordea."
H005167,K109947,2025-08-07,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H006130,K111771,2025-08-07,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.09 % når nye kunder får bedre betingelser?
H012199,K124059,2025-08-08,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.08 % når nye kunder får bedre betingelser?
H000472,K101015,2025-08-08,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H007722,K115072,2025-08-08,chat,"Har fått tilbud fra Bulder på 5.05 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H006277,K112084,2025-08-08,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H016734,K133077,2025-08-08,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H005882,K111293,2025-08-08,e-post,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H018703,K137064,2025-08-08,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H011560,K122745,2025-08-08,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
H000495,K101064,2025-08-08,chat,"Har fått tilbud fra en annen bank på 4.92 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H018207,K136028,2025-08-08,chat,"Hei, jeg vurderer å flytte boliglånet mitt. DNB tilbyr 4.96 % – kan dere matche det?"
H003870,K107488,2025-08-08,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med en annen bank."
H018867,K137393,2025-08-08,telefon,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H010074,K119747,2025-08-08,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H010343,K120312,2025-08-08,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H017853,K135345,2025-08-08,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H003617,K107004,2025-08-08,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H015115,K129908,2025-08-08,chat,"Har fått tilbud fra en annen bank på 4.83 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H009886,K119377,2025-08-08,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H016967,K133586,2025-08-08,telefon,"Hei, jeg vurderer å flytte boliglånet mitt. en annen bank tilbyr 5.33 % – kan dere matche det?"
H000400,K100836,2025-08-08,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H006191,K111907,2025-08-08,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H017908,K135437,2025-08-08,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H001513,K102968,2025-08-08,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H004830,K109294,2025-08-08,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H008243,K116122,2025-08-08,telefon,"Hei, jeg vurderer å flytte boliglånet mitt. Danske Bank tilbyr 4.95 % – kan dere matche det?"
H004895,K109411,2025-08-08,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med en annen bank."
H018002,K135633,2025-08-08,chat,"Har fått tilbud fra en annen bank på 5.17 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H006332,K112180,2025-08-08,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H002730,K105313,2025-08-08,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H007203,K114080,2025-08-08,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H017939,K135505,2025-08-08,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H012643,K124897,2025-08-08,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H016162,K131954,2025-08-08,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.58 % når nye kunder får bedre betingelser?
H000124,K100253,2025-08-08,e-post,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H011002,K121671,2025-08-08,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H008171,K115963,2025-08-08,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H004355,K108375,2025-08-08,e-post,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H014877,K129448,2025-08-08,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H001046,K102111,2025-08-08,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H012891,K125421,2025-08-08,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H010995,K121659,2025-08-08,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H012586,K124798,2025-08-08,e-post,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos DNB.
H006556,K112677,2025-08-09,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H005447,K110471,2025-08-09,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H000152,K100311,2025-08-09,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H016886,K133427,2025-08-09,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H003266,K106353,2025-08-09,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H013380,K126500,2025-08-09,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H018493,K136592,2025-08-09,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Bulder."
H005139,K109875,2025-08-09,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H003603,K106990,2025-08-09,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H007620,K114859,2025-08-09,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H004653,K108929,2025-08-09,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H001873,K103679,2025-08-09,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H012946,K125543,2025-08-09,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H013272,K126239,2025-08-09,e-post,"Hei, jeg vurderer å flytte boliglånet mitt. Danske Bank tilbyr 5.21 % – kan dere matche det?"
H001239,K102464,2025-08-09,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H002955,K105762,2025-08-09,telefon,"Hei, jeg vurderer å flytte boliglånet mitt. Bulder tilbyr 4.82 % – kan dere matche det?"
H015498,K130657,2025-08-09,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H012568,K124783,2025-08-09,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H008776,K117198,2025-08-09,telefon,"Hei, jeg vurderer å flytte boliglånet mitt. en annen bank tilbyr 5.06 % – kan dere matche det?"
H011147,K121950,2025-08-09,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H001918,K103773,2025-08-09,telefon,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H012774,K125189,2025-08-09,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H005694,K110924,2025-08-09,e-post,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H004546,K108707,2025-08-09,chat,"Har fått tilbud fra DNB på 4.99 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H017733,K135140,2025-08-09,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.09 % når nye kunder får bedre betingelser?
H004048,K107822,2025-08-09,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.9 % når nye kunder får bedre betingelser?
H012461,K124555,2025-08-09,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H000730,K101506,2025-08-09,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H007894,K115390,2025-08-09,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H005143,K109887,2025-08-09,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H016634,K132921,2025-08-09,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H004237,K108168,2025-08-09,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H013693,K127161,2025-08-09,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H000277,K100579,2025-08-09,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H013414,K126559,2025-08-09,telefon,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
H019845,K139369,2025-08-09,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H005056,K109723,2025-08-09,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H011518,K122664,2025-08-09,telefon,"Hei, jeg vurderer å flytte boliglånet mitt. Bulder tilbyr 5.03 % – kan dere matche det?"
H009529,K118664,2025-08-10,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Bulder tilbyr 5.23 % – kan dere matche det?"
H017300,K134257,2025-08-10,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H000216,K100419,2025-08-10,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H014112,K127923,2025-08-10,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H011089,K121835,2025-08-10,e-post,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H000215,K100414,2025-08-10,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.09 % når nye kunder får bedre betingelser?
H000857,K101758,2025-08-10,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.01 % når nye kunder får bedre betingelser?
H001184,K102378,2025-08-10,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H019693,K139103,2025-08-10,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H005216,K110032,2025-08-10,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H002904,K105672,2025-08-10,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H011323,K122288,2025-08-10,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.15 % når nye kunder får bedre betingelser?
H010789,K121185,2025-08-10,e-post,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H016495,K132655,2025-08-10,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H012323,K124311,2025-08-10,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.21 % når nye kunder får bedre betingelser?
H009785,K119190,2025-08-10,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H008545,K116708,2025-08-10,e-post,"Har fått tilbud fra Danske Bank på 4.88 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H011453,K122539,2025-08-10,telefon,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos en annen bank.
H015688,K131061,2025-08-10,e-post,"Har fått tilbud fra en annen bank på 5.03 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H010912,K121484,2025-08-10,chat,"Hei, jeg vurderer å flytte boliglånet mitt. DNB tilbyr 5.05 % – kan dere matche det?"
H015704,K131091,2025-08-10,e-post,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med en annen bank."
H009670,K118963,2025-08-10,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H019126,K137972,2025-08-10,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H000879,K101795,2025-08-10,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H003492,K106792,2025-08-10,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Bulder.
H014455,K128581,2025-08-10,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H015777,K131248,2025-08-10,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H000385,K100812,2025-08-10,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.3 % når nye kunder får bedre betingelser?
H015740,K131165,2025-08-10,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H005555,K110683,2025-08-11,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H015051,K129753,2025-08-11,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H011150,K121962,2025-08-11,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.19 % når nye kunder får bedre betingelser?
H002048,K104021,2025-08-11,telefon,"Har fått tilbud fra en annen bank på 4.88 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H007503,K114658,2025-08-11,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H006310,K112149,2025-08-11,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H013226,K126155,2025-08-11,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H013186,K126047,2025-08-11,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H002852,K105573,2025-08-11,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H005427,K110429,2025-08-11,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H011654,K122939,2025-08-11,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H010268,K120188,2025-08-11,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.77 % når nye kunder får bedre betingelser?
H018264,K136142,2025-08-11,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H016610,K132874,2025-08-11,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H001030,K102083,2025-08-11,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H013900,K127540,2025-08-11,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H000029,K100073,2025-08-11,e-post,"Hei, jeg vurderer å flytte boliglånet mitt. en annen bank tilbyr 5.03 % – kan dere matche det?"
H020105,K139878,2025-08-11,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H011545,K122718,2025-08-11,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H002544,K104939,2025-08-11,e-post,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H003568,K106927,2025-08-11,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H004520,K108652,2025-08-11,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H001335,K102632,2025-08-11,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H002022,K103971,2025-08-11,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H009057,K117706,2025-08-11,chat,"Har fått tilbud fra Danske Bank på 4.88 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H018887,K137433,2025-08-11,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H016128,K131882,2025-08-11,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H005652,K110837,2025-08-11,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H012193,K124047,2025-08-11,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.11 % når nye kunder får bedre betingelser?
H009473,K118551,2025-08-11,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos DNB.
H007766,K115161,2025-08-11,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H018751,K137177,2025-08-11,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H018562,K136731,2025-08-11,e-post,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H007619,K114859,2025-08-12,telefon,"Hei, jeg vurderer å flytte boliglånet mitt. Danske Bank tilbyr 5.2 % – kan dere matche det?"
H002612,K105081,2025-08-12,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H017741,K135153,2025-08-12,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
H003772,K107304,2025-08-12,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H001712,K103372,2025-08-12,chat,"Hei, jeg vurderer å flytte boliglånet mitt. DNB tilbyr 5.18 % – kan dere matche det?"
H014918,K129516,2025-08-12,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H003713,K107206,2025-08-12,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H012607,K124836,2025-08-12,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H006263,K112039,2025-08-12,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H012368,K124394,2025-08-12,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H018737,K137149,2025-08-12,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H019083,K137859,2025-08-12,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
H000939,K101925,2025-08-12,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos en annen bank.
H014122,K127946,2025-08-12,e-post,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H005564,K110688,2025-08-12,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H013264,K126230,2025-08-12,e-post,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H019709,K139123,2025-08-12,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H002182,K104263,2025-08-12,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H004114,K107923,2025-08-12,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.0 % når nye kunder får bedre betingelser?
H012858,K125367,2025-08-12,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H017941,K135505,2025-08-12,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H010964,K121594,2025-08-12,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Nordea tilbyr 5.1 % – kan dere matche det?"
H011813,K123245,2025-08-12,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H018525,K136653,2025-08-12,chat,"Hei, jeg vurderer å flytte boliglånet mitt. en annen bank tilbyr 5.0 % – kan dere matche det?"
H005026,K109665,2025-08-12,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H018396,K136389,2025-08-12,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H000236,K100452,2025-08-12,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Handelsbanken.
H013565,K126881,2025-08-12,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H018893,K137447,2025-08-12,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H016349,K132351,2025-08-12,chat,"Har fått tilbud fra DNB på 4.74 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H015511,K130686,2025-08-12,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H007282,K114258,2025-08-12,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H015481,K130629,2025-08-12,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H008362,K116359,2025-08-12,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H003835,K107407,2025-08-12,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H007514,K114678,2025-08-13,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H012232,K124125,2025-08-13,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H006229,K111978,2025-08-13,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H013156,K125973,2025-08-13,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos DNB.
H013695,K127162,2025-08-13,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H015042,K129738,2025-08-13,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H005207,K110020,2025-08-13,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H004230,K108145,2025-08-13,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H000248,K100490,2025-08-13,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H014917,K129516,2025-08-13,e-post,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H002141,K104177,2025-08-13,e-post,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H008131,K115900,2025-08-13,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H004588,K108805,2025-08-13,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos DNB.
H008173,K115963,2025-08-13,telefon,"Har fått tilbud fra DNB på 5.19 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H000039,K100094,2025-08-13,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.16 % når nye kunder får bedre betingelser?
H003183,K106216,2025-08-13,e-post,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H014766,K129218,2025-08-13,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H019330,K138368,2025-08-13,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H016549,K132759,2025-08-13,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H019257,K138215,2025-08-13,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H006582,K112728,2025-08-13,chat,"Har fått tilbud fra Nordea på 5.43 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H008950,K117489,2025-08-13,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H011008,K121679,2025-08-13,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H007457,K114557,2025-08-13,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Handelsbanken.
H013631,K127035,2025-08-13,e-post,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos en annen bank.
H011097,K121843,2025-08-13,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H001645,K103246,2025-08-13,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H014032,K127769,2025-08-13,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H000466,K101003,2025-08-13,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H012031,K123684,2025-08-13,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H018255,K136111,2025-08-13,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H019766,K139211,2025-08-13,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H004074,K107868,2025-08-13,telefon,"Hei, jeg vurderer å flytte boliglånet mitt. Bulder tilbyr 4.94 % – kan dere matche det?"
H017254,K134164,2025-08-13,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.88 % når nye kunder får bedre betingelser?
H006000,K111565,2025-08-13,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H011870,K123356,2025-08-13,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H010004,K119595,2025-08-13,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H001519,K102973,2025-08-14,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H001776,K103497,2025-08-14,e-post,"Hei, jeg vurderer å flytte boliglånet mitt. Danske Bank tilbyr 5.06 % – kan dere matche det?"
H006045,K111631,2025-08-14,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H015591,K130855,2025-08-14,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Nordea.
H010040,K119670,2025-08-14,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H003347,K106530,2025-08-14,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H004078,K107870,2025-08-14,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
